name,avg_total_playtime
DarkMaus,0.0
Vortex: The Gateway,0.0
Gnomes Vs. Fairies: Greckel's Quest,0.0
DesertLand 2115,0.0
Lighthockey,0.0
Stop Online - Battle of Words,0.0
KartKraft,0.0
Axes and Arrows,0.0
Minigolf VR,0.0
Umineko When They Cry - Question Arcs,0.0
Ratings War,0.0
Impossible Geometry,0.0
Roses and Gems,0.0
Alekhine's Gun,0.0
"\"FL337 - \"\"Fleet\"\"\"",0.0
Welcome to Boon Hill,0.0
Blind,0.0
Eventide: Slavic Fable,0.0
Monsterland,0.0
Epic Showdown,0.0
Dub Dash,0.0
Star Sky -,0.0
Mussoumano: Ataque dos Haters,0.0
AltspaceVRThe Social VR App,0.0
Gulf of Aden - Task Force Somalia,0.0
Swarm Universe,0.0
Trap Them - Sniper Edition,0.0
Club Manager 2016,0.0
There Was A Caveman,0.0
My Little Kitties,0.0
Strania - The Stella Machina -,0.0
Gabe Newell Simulator 2.0,0.0
Raiden Legacy - Steam Edition,0.0
Skein,0.0
Last Days of Spring Visual Novel,0.0
R.B.I. Baseball 16,0.0
Lonath Online,0.0
The Grand Canyon VR Experience,0.0
Lethe - Episode One,0.0
Space Overlords,0.0
Mad Nords: Probably an Epic Quest,0.0
UniBall,0.0
Networm,0.0
Slime Jumper,0.0
Eagle Flight,0.0
Message Quest,0.0
Gravity Lab - Gravitational Testing Facility & Observations,0.0
Swords and Sorcery - Underworld - Definitive Edition,0.0
X-Morph: Defense,0.0
Dream Factory,0.0
Code of Princess,0.0
ChromaGun,0.0
Starsphere,0.0
Pro Cycling Manager 2016,0.0
Highschool Possession,0.0
Dead Stop,0.0
Heal Them All,0.0
Unfortunate Spacemen,0.0
ePic Character Generator,0.0
Zombasite,0.0
Timber and Stone,0.0
Mystery Chronicle: One Way Heroics,0.0
Herolike,0.0
Fist Slash: Of Ultimate Fury,0.0
The Big Secret of a Small Town,0.0
Demigods,0.0
Contract,0.0
Blue Sheep,0.0
Herding Dog,0.0
Perraw - FPS Clone War Alpha,0.0
Faron's Fate,0.0
Monster RPG 2,0.0
Marble Mountain,0.0
Clumsy Moose Season,0.0
The Fall of the Dungeon Guardians - Enhanced Edition,0.0
Blackfaun,0.0
Rogue Harvest,0.0
Ginger: Beyond the Crystal,0.0
Run Rabbit Run,0.0
No1Left,0.0
KINGDOMS,0.0
One Final Chaos,0.0
Rumble,0.0
Angry Video Game Nerd II: ASSimilation,0.0
Criminal Girls: Invite Only /  INVITATION,0.0
Phantom Brave PC /  PC,0.0
The Storm Guard: Darkness is Coming,0.0
Brilliant Shadows - Part One of the Book of Gray Magic,0.0
Chalo Chalo,0.0
Hope in Hell,0.0
The Forgotten Forest,0.0
AGON - The Mysterious Codex (Trilogy),0.0
AGON - The Lost Sword of Toledo,0.0
Swapperoo,0.0
Acorn Assault: Rodent Revolution,0.0
TurretCraft,0.0
Liftoff: FPV Drone Racing,0.0
Huenison,0.0
Warhammer: Vermintide VR - Hero Trials,0.0
Morphine,0.0
Vertigo Void,0.0
Expander,0.0
Elements: Epic Heroes,0.0
Starlord,0.0
Tank: M1A1 Abrams Battle Simulation,0.0
System Shock: Enhanced Edition,0.0
Roads of Rome,0.0
Starward Rogue,0.0
ARENA GODS,0.0
Rock God Tycoon,0.0
DRAGON QUEST HEROES Slime Edition,0.0
Deathless: The City's Thirst,0.0
Master of Orion 3,0.0
Sorcery! Parts 1 and 2,0.0
Roads of Rome 2,0.0
Mass Vector,0.0
SHOWTIME 2073,0.0
Leviathan: the Cargo  Ongoing series,0.0
"Codename: Panzers, Phase One",0.0
"Codename: Panzers, Phase Two",0.0
Men of Valor,0.0
Melty Blood Actress Again Current Code,0.0
Getsuei Gakuen -kou-,0.0
State of Extinction,0.0
Roads of Rome 3,0.0
Hybrid Wars,0.0
Zombie Exodus,0.0
The Rivers of Alice - Extended Version,0.0
The Sentient,0.0
Tick's Tales,0.0
Pane In The Glass,0.0
Wicked Witches,0.0
Loot Hound,0.0
VROOM: Galleon,0.0
Quantum Lock,0.0
Brick Inventions,0.0
The FOO Show featuring Will Smith,0.0
Save the Creatures,0.0
Discovering Colors - Animals,0.0
Once',0.0
TY the Tasmanian Tiger 2,0.0
TY the Tasmanian Tiger 3,0.0
Crossbow Warrior - The Legend of William Tell,0.0
HordeZ,0.0
Infinitrap Classic: Ohio Jack and The Cup Of Eternity,0.0
Stories of Bethem: Full Moon,0.0
Labyrinth,0.0
SightLineVR,0.0
Parallels,0.0
Castle Chaos,0.0
Jane's Realty,0.0
Villagers,0.0
Turtle Odyssey,0.0
Yrminsul,0.0
Evil Defenders,0.0
Atlantic Quest 2 - New Adventure -,0.0
The Minotaur,0.0
Pro Basketball Manager 2016 - US Edition,0.0
CropDuster Supreme,0.0
Immerse Creator,0.0
Klang,0.0
Bullet Heaven 2,0.0
Days Under Custody,0.0
Revolve,0.0
Adventure Time: Magic Man's Head Games,0.0
Farm Mania: Hot Vacation,0.0
Beatbuddy: On Tour,0.0
Mytheon,0.0
Eekeemoo - Splinters of the Dark Shard,0.0
Daydream Blue,0.0
Where Angels Cry: Tears of the Fallen (Collector's Edition),0.0
101 Ways to Die,0.0
Rothschild: The Sheep Will Wake,0.0
Rocket Fist,0.0
The Extinction,0.0
Recourse,0.0
Reverse x Reverse,0.0
Space Needle VR,0.0
Statues,0.0
Run Turn Die,0.0
Blood and Gold: Caribbean!,0.0
Mines of Mars,0.0
Go To Bed: Survive The Night,0.0
Overdosed - A Trip To Hell,0.0
iso-Sphere,0.0
The Warden,0.0
Jewel bits,0.0
Junk Jack,0.0
Ironclads 2: American Civil War,0.0
We Are Chicago,0.0
Raining Blobs,0.0
Nightmare on Azathoth,0.0
Crashnauts,0.0
Caribbean Odyssey,0.0
5089: The Action RPG,0.0
Death Toll,0.0
Vampire Legends: The True Story of Kisilova,0.0
Blue-Collar Astronaut,0.0
Bionite: Origins,0.0
Observatory: A VR Variety Pack,0.0
Super Mega Baseball 2,0.0
Corgi Warlock,0.0
Star Nomad 2,0.0
GTGD S3 How To Make A Game,0.0
Cyber Team Manager,0.0
KByte,0.0
Engare,0.0
Fort Zombie,0.0
Feesh,0.0
When In Rome,0.0
Viking Saga: The Cursed Ring,0.0
Cross Set,0.0
Nyan Cat: Lost In Space,0.0
"Fly, Glowfly!",0.0
Kart Racing Pro,0.0
Red Comrades Save the Galaxy: Reloaded,0.0
Highrise Heroes: Word Challenge,0.0
OmniBus,0.0
Crystal Picnic,0.0
Bugspeed Collider,0.0
Gigachess,0.0
Voidspire Tactics,0.0
Yohjo Simulator,0.0
Quatro Luzes,0.0
Lightbender,0.0
Fantasy Farming: Orange Season,0.0
Heavy Gear Assault,0.0
Mars 2030,0.0
Caretaker Retribution,0.0
Blitz Breaker,0.0
InterSection,0.0
The Final Frontier: Space Simulator,0.0
Heresy,0.0
Gun Bombers,0.0
Vehicle Simulator,0.0
Space Impossible,0.0
Tales [PC],0.0
Rescue Team 5,0.0
Revolt,0.0
Viking Saga: New World,0.0
MiniBikers,0.0
Max's Big Bust - A Captain Nekorai Tale,0.0
The Hurricane of the Varstray -Collateral hazard-,0.0
Magnetron,0.0
In The Dead Of Night - Urszula's Revenge,0.0
Rubber Ducky and the Rainbow Gun,0.0
Diabolical,0.0
Gunslingers,0.0
5 Minutes Rage,0.0
Toro,0.0
The Metronomicon: Slay The Dance Floor,0.0
Cluck Yegger in Escape From The Planet of The Poultroid,0.0
Light Fall,0.0
Color By,0.0
Astral Gun,0.0
Kitty Powers' Love Life,0.0
UnSummoning: the Spectral Horde,0.0
Pavilion,0.0
Make Sail,0.0
Hiragana Pixel Party,0.0
Monkey King Saga,0.0
LeftWay,0.0
Northern Tale,0.0
Marcus Level,0.0
Left Alone,0.0
Mysterious Castle,0.0
Everybody's Gone to the Rapture,0.0
"Upwards, Lonely Robot",0.0
Mistfal,0.0
Planet Diver,0.0
FALL,0.0
Battle Riders,0.0
MicroRC Simulation,0.0
Metal Tales: Fury of the Guitar Gods,0.0
Polaris Sector,0.0
Gumball Drift,0.0
Draw Slasher,0.0
Retaliation,0.0
Wick,0.0
Gurgamoth,0.0
Survive Me Miolhr,0.0
Tick Tock Isle,0.0
SculptrVR,0.0
The TakeOver,0.0
Idle Civilization,0.0
Waba,0.0
Relic Alone,0.0
Wishmere,0.0
Bridge Constructor Stunts,0.0
Vector Strain,0.0
Strength of the Sword ULTIMATE,0.0
"That Dragon, Cancer",0.0
Starpoint Gemini Warlords,0.0
Tales from the Void,0.0
AT SUNDOWN: Shots in the Dark,0.0
Rogue Singularity,0.0
House of Hell (Standalone),0.0
Ganbare! Super Strikers,0.0
Home Design 3D,0.0
Eye of the Owl - Bosch VR,0.0
Candle,0.0
Kill The Plumber,0.0
CLANNAD Side Stories,0.0
Alphabeats: Master Edition,0.0
Shrug Island - The Meeting,0.0
Chronicle of Innsmouth,0.0
KRUM - Edge Of Darkness,0.0
Into the Void,0.0
Spectrum,0.0
Gravity Island,0.0
The Strike,0.0
Atlantic Fleet,0.0
Rynn's Adventure: Trouble in the Enchanted Forest,0.0
Lost Technology,0.0
Super Arcade Football,0.0
Cubixx HD,0.0
Elite vs. Freedom,0.0
The Legend of Dark Witch,0.0
BLARP!,0.0
Cosmic Leap,0.0
I must kill...: Fresh Meat,0.0
Mech Anarchy,0.0
Lost Labyrinth Extended Version,0.0
CHKN,0.0
Time Tenshi,0.0
Army Gals,0.0
AWAKE,0.0
Blades of the Righteous,0.0
Umbra: Shadow of Death,0.0
Militia,0.0
Ray Gigant,0.0
XBlaze Code: Embryo,0.0
Dissonance: An Interactive Novelette,0.0
A Study in Steampunk: Choice by Gaslight,0.0
CUPID - A free to play Visual Novel,0.0
Space Live - Advent of the Net Idols,0.0
Goetia,0.0
OH! RPG!,0.0
Quatros Origins,0.0
Plastiland,0.0
Avaris 2: The Return of the Empress,0.0
Eczema Angel Orifice,0.0
Dark Days,0.0
ReVeN: XBridge,0.0
Comic Book Hero: The Greatest Cape,0.0
Wrestling Spirit 3,0.0
Rise of Keepers,0.0
City Play,0.0
Element,0.0
Godus Wars,0.0
Emmerholt: Prologue,0.0
DEMON'S TILT,0.0
Wacky Wheels HD,0.0
Metaverse Construction Kit,0.0
VR Karts SteamVR,0.0
Megamagic: Wizards of the Neon Age,0.0
Ocean Rift,0.0
Holodance,0.0
Particle Fleet: Emergence,0.0
Creeper World: Anniversary Edition,0.0
Creeper World 2: Anniversary Edition,0.0
Divergence: Online,0.0
Super Robot Jump Jump,0.0
Community College Hero: Trial by Fire,0.0
A.I. Space Corps,0.0
T-Kara Puzzles,0.0
ZHEROS,0.0
Pendragon Rising,0.0
Choice of Kung Fu,0.0
Air Missions: HIND,0.0
Day D: Tower Rush,0.0
Adelantado Trilogy. Book one,0.0
Where's My Mommy?,0.0
HERO DEFENSE,0.0
Summer Fling,0.0
Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,0.0
Color Chaos,0.0
Hyper Gods,0.0
Save Your Mother,0.0
Gardenarium,0.0
Hit Tank PRO,0.0
Our Love Will Grow,0.0
Zero Gravity,0.0
Automata Empire,0.0
Marooners,0.0
Astervoid 2000,0.0
Dinocide,0.0
Deadlight: Director's Cut,0.0
Crudelis,0.0
War of Rights,0.0
Fragmental,0.0
The Glow,0.0
Celestrion,0.0
The fall of gods,0.0
Little Mouse's Encyclopedia,0.0
SodaCity,0.0
Balrum,0.0
Feelings Adrift,0.0
Blessed Ones: The Magic Wolves,0.0
Anomaly 1729,0.0
Peasant Knight,0.0
The BoX,0.0
Bladestar,0.0
Imperia Online,0.0
Galactineers,0.0
Threads of Destiny,0.0
ScudBuster,0.0
ComixPlay #1: The Endless Incident,0.0
Asteroids Minesweeper,0.0
Assassins vs Pirates,0.0
Recursion Deluxe,0.0
Pressure Overdrive,0.0
Soul Harvest,0.0
Super Button Soccer,0.0
Block Rocking Beats,0.0
GoatPunks,0.0
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,0.0
The Order of the Thorne - The King's Challenge,0.0
Halloween Forever,0.0
Seraph,0.0
Cloudlands : VR Minigolf,0.0
EGO Protocol,0.0
Answer The Question,0.0
Dragonpath,0.0
Vector Assault,0.0
Gyrodisc Super League,0.0
Adventure Lamp,0.0
Space Junk Patrol,0.0
Womb Room,0.0
LEGIE,0.0
Defragmented,0.0
Miner Meltdown,0.0
Tyran,0.0
Caretaker Sacrifice,0.0
The Away Team: Lost Exodus,0.0
Perception,0.0
MetaHuman Inc.,0.0
Blood of Magic,0.0
Bubsy Two-Fur,0.0
Moonshot,0.0
Pitstop Challenge,0.0
Siege - the card game,0.0
Fernbus Simulator,0.0
Cosmic Trip,0.0
8-Bit Armies,0.0
FritzChess 15,0.0
Shadowhand: RPG Card Game,0.0
NC Tower Defense 2,0.0
The Ables: Freepoint High,0.0
NightCry,0.0
Zwei: The Arges Adventure,0.0
Zwei: The Ilvard Insurrection,0.0
A Chair in a Room : Greenwater,0.0
Pills4Skills,0.0
CALENDULA,0.0
The Next World,0.0
P.A.M.E.L.A.,0.0
Felt Tip Circus,0.0
Zavix Tower,0.0
The Withering,0.0
Heathen Engineering's Terran,0.0
The ORPHEUS Ruse,0.0
Sixth Grade Detective,0.0
Millia -The ending-,0.0
Beyond Reality,0.0
Save Halloween: City of Witches,0.0
Walk The Light,0.0
Islet Online,0.0
MadOut Open City,0.0
Attack Heroes,0.0
Horror in the Asylum,0.0
TurnOn,0.0
Swift,0.0
Hauntsters,0.0
Mystery Castle: The Mirror's Secret,0.0
The Book of Desires,0.0
Twilight City: Love as a Cure,0.0
Mystery of Unicorn Castle: The Beastmaster,0.0
Fear Equation,0.0
Windlands,0.0
PRiO,0.0
Chasing Dead,0.0
Kings of Israel,0.0
Germination,0.0
Machine Gun Train Run,0.0
Fragments of Him,0.0
Unearthing Colossal,0.0
Longsword - Tabletop Tactics,0.0
Deliver Us The Moon: Fortuna,0.0
Nordenfelt,0.0
Hatch and Slay,0.0
liteCam Game 5:  120 FPS Game Capture + Streamer,0.0
Save the Dodos,0.0
Red Haze,0.0
Take the Dream IX,0.0
The Quest,0.0
WinKings,0.0
Into the Belly of the Beast,0.0
CONTASION 2,0.0
Ethereal Legends,0.0
LONE WOLF: Horizon,0.0
Furfly,0.0
Super Helmets on Fire DX Ultra Edition Plus Alpha,0.0
FullBlast,0.0
Didgery,0.0
Satellite Rush,0.0
Lupinball,0.0
XenoShyft,0.0
Vision Runner,0.0
Falcon Gold,0.0
Falcon 4.0,0.0
Prime World: Defenders 2,0.0
Fairy Tale Mysteries: The Puppet Thief,0.0
Astro Duel,0.0
IMSCARED,0.0
Unseen Diplomacy,0.0
The Sad Story of Emmeline Burns,0.0
Dance of Death,0.0
Never Again,0.0
darkcase : the basement,0.0
Babel: Choice,0.0
Wondershot,0.0
Megaton Rainfall,0.0
Grass Max,0.0
Duplexer,0.0
Nature Defenders,0.0
MINUS ZERO,0.0
Memoranda,0.0
Rytmik Player,0.0
Z. Year One,0.0
The Music Room,0.0
Tethered,0.0
WolfQuest,0.0
Porradaria 2: Pagode of the Night,0.0
Cursed,0.0
Level 22: Garys Misadventure - 2016 Edition,0.0
Classic Fun Collection 5 in 1,0.0
Dungeons Are Random,0.0
Diorama No.3 : The Marchland,0.0
Diorama No.1 : Blocked In,0.0
Midnight,0.0
Inside The Code,0.0
Automobilista,0.0
Hubert's Island Adventure: Mouse o' War,0.0
Action Legion,0.0
Phoning Home,0.0
Age of Fear 3: The Legend,0.0
Rivalry,0.0
3DRPG,0.0
Projector Face,0.0
Color Chemistry,0.0
Castle Torgeath: Descent into Darkness,0.0
Psychocat: The Answer,0.0
Kabounce,0.0
Break Chance Memento,0.0
Discouraged Workers TEEN,0.0
Chef Solitaire: USA,0.0
"Axe, Bow & Staff",0.0
UnderDread,0.0
Soviet City,0.0
No Seat?,0.0
Elemental Heroes,0.0
Virtual Pool 4 Multiplayer,0.0
Rytmik Lite Chiptune Synthesizer,0.0
Epic Battle Fantasy 5,0.0
Sethian,0.0
Hydra Slayer,0.0
Weekend Drive,0.0
Ludoria,0.0
Grenade Madness,0.0
ATOM GRRRL!!,0.0
Evertown,0.0
Devil Sealing Stone,0.0
Mimic Arena,0.0
BuriedTown,0.0
Welkin Road,0.0
Small Town Terrors: Livingston,0.0
Dream Catcher Chronicles: Manitou,0.0
Angel Flare,0.0
Special Tactics,0.0
Quote,0.0
Breakneck,0.0
INVERSUS Deluxe,0.0
Lost Lands: The Golden Curse,0.0
The Town of Light,0.0
Zipple World,0.0
Crash Landing,0.0
WarBirds Dogfights,0.0
CDF Starfighter VR,0.0
Drawn: Dark Flight,0.0
Back in 1995,0.0
Kim,0.0
INFERNO CLIMBER,0.0
Rayon Riddles - Rise of the Goblin King,0.0
Super Flippin' Phones,0.0
Heliborne,0.0
Side Quest,0.0
Timelapse,0.0
The Song of Seven : Overture,0.0
A Legend of Luca,0.0
vrAMP,0.0
Book Of Merlin,0.0
Professional Farmer 2017,0.0
Carpe Lucem - Seize The Light VR,0.0
The Grandfather,0.0
Rescue From Goblin Deep,0.0
Trulon: The Shadow Engine,0.0
MechoEcho,0.0
Helium,0.0
Aveyond 4: Shadow of the Mist,0.0
Paws: A Shelter 2 Game,0.0
Last Hope - Tower Defense,0.0
Plight of the Zombie,0.0
Bridge! 2,0.0
Witch and Hero(),0.0
New Outbreak,0.0
Dark Night,0.0
A Hole New World,0.0
Fairies vs. Darklings: Arcane Edition,0.0
Alien Blitz,0.0
My Name is Mayo,0.0
Parasite,0.0
Wormhole City,0.0
imprint-X,0.0
Kitten Rampage,0.0
Buried: An Interactive Story,0.0
Lost Bros,0.0
Abbot's Book Demo,0.0
Mathoria: It All Adds Up,0.0
Otem's Defiance,0.0
Formicide,0.0
Secret of the Pendulum,0.0
Blue Bird,0.0
Octahedron: Transfixed Edition,0.0
Forgotten Ball,0.0
Z-Exemplar,0.0
The Renegades of Orion 2.0,0.0
Planet 1138,0.0
Brushwood Buddies,0.0
Wanderjahr,0.0
Megalo Polis,0.0
Hieroglyphika,0.0
Rolling Gauntlet,0.0
That Dam Level redux,0.0
Onion Force,0.0
The Whisperer in Darkness,0.0
Krinkle Krusher,0.0
AFL Evolution,0.0
Incredible Dracula: Chasing Love Collector's Edition,0.0
Glory Kingdom,0.0
Elansar,0.0
Philia : the Sequel to Elansar,0.0
Medieval Playground,0.0
Deadhunt,0.0
Planet Stronghold: Colonial Defense,0.0
We Know the Devil,0.0
Campus Notes - forget me not.,0.0
Operation: Matriarchy,0.0
NotCoD,0.0
Trials of the Blood Dragon,0.0
Pierhead Arcade,0.0
"My Tower, My Home",0.0
VIOLET: Space Mission,0.0
Binaries,0.0
The Preposterous Awesomeness of Everything,0.0
Lolly Joe,0.0
Nadia Was Here,0.0
The Panic Room,0.0
A-10 VR,0.0
Detached,0.0
Melancholy Republic,0.0
Ultimate Arena,0.0
Civil War: 1863,0.0
Sudoku Quest,0.0
Children of Zodiarcs,0.0
Raw Data,0.0
Kiya,0.0
Robo's World: The Zarnok Fortress,0.0
Prison Run and Gun,0.0
Heroes of the Seven Seas VR,0.0
Gamma Bros,0.0
Firebird - La Peri,0.0
Diaries of a Spaceport Janitor,0.0
Worlds of Chaos: Invasion,0.0
Bullshot,0.0
Kings and Heroes,0.0
The Legend of Heroes: Trails in the Sky the 3rd,0.0
Tempest Citadel,0.0
Stellar Stars,0.0
Arctic alive,0.0
Tank Brawl,0.0
Quar: Battle for Gate 18,0.0
Mosaic Maze,0.0
GUILTY GEAR 2 -OVERTURE-,0.0
WITCH-BOT MEGLILO,0.0
MEMENTO,0.0
MOAI 3: Trade Mission Collector's Edition,0.0
Space Rift - Episode 1,0.0
Wobbly Jungle,0.0
My Night Job,0.0
The Amazing Adventures of Ash - Afterparty,0.0
The Hunt,0.0
A House of Many Doors,0.0
Toys of War,0.0
Vanquish: The Adventures of Lady Exton,0.0
HoPiKo,0.0
The Secret Order 3: Ancient Times,0.0
ZeGame,0.0
SQUIDS FROM SPACE,0.0
State of Mind,0.0
Venture Kid,0.0
Magic Flute,0.0
Blossoms Bloom Brightest,0.0
Roadclub: League Racing,0.0
Inside: Before Birth,0.0
Earth Space Colonies,0.0
Project Graviton,0.0
PIXELMAN,0.0
Defend Felinearth,0.0
Star Realms,0.0
LILT,0.0
Castle Heist: Chapter 1,0.0
Corpo Tale,0.0
Rewind,0.0
Shepherds of the Abyss,0.0
Rush Rover,0.0
Drizzlepath: Genie,0.0
Dynetzzle Extended,0.0
Infinitesimal Point,0.0
Zenith,0.0
Valentino Rossi The Game,0.0
Star Rogue,0.0
3DF Zephyr Lite Steam Edition,0.0
ARENA 3D,0.0
Mystery Case Files: Escape from Ravenhearst,0.0
Gravity Compass,0.0
Jerry Rice & Nitus' Dog Football,0.0
Poly Towns,0.0
Street Posse Showdown,0.0
Terrarium Land,0.0
Random Access Murder,0.0
Hyper Box,0.0
"Hack, Slash & Backstab",0.0
Legends of Callasia,0.0
XBlaze Lost: Memories,0.0
"\"\"\"BUTTS: The VR Experience\"\"\"",0.0
Until I Have You,0.0
Tavern Tycoon - Dragon's Hangover,0.0
SteelLIFE,0.0
Of Carrots And Blood,0.0
Ships 2017,0.0
BLUE REVOLVER,0.0
Rock-N-Rogue: A Boo Bunny Plague Adventure,0.0
'n Verlore Verstand,0.0
Unending Galaxy,0.0
XO-Planets,0.0
Eclipsed,0.0
The Lost Heir 2: Forging a Kingdom,0.0
The Lost Heir: The Fall of Daria,0.0
Clouds & Sheep 2,0.0
Heroes of Loot 2,0.0
Frontier,0.0
Falling Stars: War of Empires,0.0
Vreal,0.0
Overpower,0.0
Banzai Escape,0.0
Super Kitty Boing Boing,0.0
Wolfsong,0.0
True Fear: Forsaken Souls,0.0
Escape: Sierra Leone,0.0
Absence,0.0
Ara Fell,0.0
Atomik: RunGunJumpGun,0.0
The Brookhaven Experiment,0.0
Niche - a genetics survival game,0.0
Void Vikings,0.0
Mesel,0.0
Pandora`s room,0.0
Drawn Story,0.0
Spellbind : Luppe's tale,0.0
Trial by Viking,0.0
1943 Megami Strike,0.0
Mysteries of the Past: Shadow of the Daemon Collector's Edition,0.0
Story Of the Survivor,0.0
Polandball: Can into Space!,0.0
Silver Creek Falls - Chapter 3,0.0
Babel: Tower to the Gods,0.0
Talewind,0.0
Assault Suit Leynos,0.0
The Incredible Baron,0.0
VALENS,0.0
Obscuritas,0.0
ScriptVOX Studio,0.0
Dyadic,0.0
Mind Dead,0.0
Switchcars,0.0
Iron Madness,0.0
Sprinter,0.0
Pointless,0.0
The SoulKeeper VR,0.0
Endless Burst,0.0
The Minims,0.0
Vega Tank,0.0
Magic Potion Explorer,0.0
Victory and Glory: Napoleon,0.0
Insane Insects: The Inception,0.0
Legacy of the Elder Star,0.0
Hero Generations: ReGen,0.0
Malus Code,0.0
Red Comrades 2: For the Great Justice. Reloaded,0.0
The Treasures of Montezuma 5,0.0
Tokyo Babel,0.0
Artificial Defense,0.0
LASTFIGHT,0.0
Adam and Eve: The Game - Chapter 1,0.0
Wailing Heights,0.0
The Inner Sea,0.0
Ruckus Ridge VR Party,0.0
The Daring Mermaid Expedition,0.0
Tross,0.0
Riptide GP: Renegade,0.0
BUCK: Saturday Morning Cartoon Apocalypse,0.0
S2ENGINE HD,0.0
Burokku Girls,0.0
Super Night Riders,0.0
Coffee Pot Terrarium,0.0
Auralux: Constellations,0.0
Sonicomi,0.0
Unhack 2,0.0
Techwars Online,0.0
Princess Edge - Dragonstone,0.0
Strike Force: Desert Thunder,0.0
Crown and Council,0.0
Hypersensitive Bob,0.0
28 Waves Later,0.0
Jumpix Jump,0.0
Battleships at Dawn!,0.0
HACK_IT,0.0
24 Hours 'til Rescue,0.0
Zeus vs Monsters - Math Game for kids,0.0
Scapeland,0.0
Light Repair Team #4,0.0
Void 21,0.0
ALONE IN SPACE,0.0
Skautfold: Shrouded in Sanity,0.0
SpellKnights,0.0
Endciv,0.0
Super Impossible Road,0.0
Battle Crust,0.0
NO THING,0.0
Concrete and Steel,0.0
Combat Racers,0.0
Zaccaria Pinball,0.0
Let's Eat! Seaside Cafe,0.0
SPATIAL SOUND CARD,0.0
Ad Exitum,0.0
Nova Nukers!,0.0
Frozen Synapse 2,0.0
Sorcery! Part 3,0.0
Paintey,0.0
Tatsu,0.0
Smell Of Death,0.0
Expeditions: Viking,0.0
Tiny Knight,0.0
Might and Magic: Heroes VII  Trial by Fire,0.0
Atomic Space Command,0.0
Aselia the Eternal -The Spirit of Eternity Sword-,0.0
Seinarukana -The Spirit of Eternity Sword 2-,0.0
Watson's Watch,0.0
Void Raiders,0.0
The Stargazers,0.0
Settled,0.0
Airport Madness 3D,0.0
Love Language Japanese,0.0
Undead vs Plants,0.0
Toy Plane Heroes,0.0
Phantom Trigger,0.0
Asher,0.0
Stellar Monarch,0.0
CitiesCorp Concept - Build Everything on Your Own,0.0
Corroded,0.0
Blade Arcus from Shining: Battle Arena,0.0
Operation KREEP,0.0
ecotone,0.0
Mantis Burn Racing,0.0
Happy Critters,0.0
Trawl,0.0
Silver Bullet: Prometheus,0.0
Sabres of Infinity,0.0
Guns of Infinity,0.0
Onechanbara Z2: Chaos,0.0
Doctor Watson - Treasure Island,0.0
Doctor Watson - The Riddle of the Catacombs,0.0
Blaster Simulator,0.0
Highland Warriors,0.0
New York Taxi Simulator,0.0
New York Bus Simulator,0.0
Rail Cargo Simulator,0.0
Smash Up: Conquer the bases with your factions,0.0
Infinite Mini Golf,0.0
Just Dance 2017,0.0
Grove - VR Browsing Experience,0.0
7 Mages,0.0
Magi Trials,0.0
Bunny Bounce,0.0
Neighborhorde,0.0
Skeet: VR Target Shooting,0.0
Diluvion: Resubmerged,0.0
Blossom Tales: The Sleeping King,0.0
Mindball Play,0.0
Glitchrunners,0.0
Night Blights,0.0
The Huntsman: Winter's Curse,0.0
Grimsfield,0.0
XLR,0.0
APE OUT,0.0
"Destiny's Princess: A War Story, A Love Story",0.0
My Secret Pets!,0.0
Pub Encounter,0.0
The Men of Yoshiwara: Ohgiya,0.0
Blink,0.0
Zasa - An AI Story,0.0
Redeemer,0.0
Paper Train Traffic,0.0
Lost Cosmonaut,0.0
Regeria Hope Episode 1,0.0
Dimensional Intersection,0.0
LostWinds,0.0
LostWinds 2: Winter of the Melodias,0.0
Maria the Witch,0.0
LYDIA: SWEET DREAMS,0.0
XCavalypse,0.0
Blast Brawl 2: Bloody Boogaloo,0.0
Spectrubes,0.0
Share,0.0
Mr Nibbles Forever,0.0
Fibbage XL,0.0
So Long Earth,0.0
Night light,0.0
Mystica: The Ninth Society,0.0
WOLFLAME,0.0
Last Dream: World Unknown,0.0
AsteroidsHD,0.0
Hybrid Animals,0.0
Nefarious,0.0
Logic Missile,0.0
GIBZ,0.0
IS Defense,0.0
Escape: Close Call,0.0
Maneki's Curse,0.0
Hidden Object 6-in-1 bundle,0.0
Forever Lost: Episode 1,0.0
Caravanserail,0.0
Lil' Walker,0.0
Deranged Rabbits,0.0
Square's Route,0.0
Terror Lab,0.0
Minimal,0.0
Mind Games,0.0
Origin Of Destiny: Crimson Awakening,0.0
Dead End Road,0.0
Rebirth of Island,0.0
GEO Master,0.0
Pinball HD Collection,0.0
Lionessy Story,0.0
VirZOOM Arcade,0.0
Puzzle Box,0.0
"Imhotep, Pyramid Builder",0.0
Infinity Saga,0.0
Semispheres,0.0
Torgar's Quest,0.0
Planet in the Shadows,0.0
About Elise,0.0
"I, Hope",0.0
The Divergent Series: Allegiant VR,0.0
The Bottom of the Well,0.0
Rock Paper Scissors Champion,0.0
YEARN Tyrant's Conquest,0.0
Zombie Parking,0.0
City of the Shroud,0.0
ENGAGE,0.0
PataNoir,0.0
Land it Rocket,0.0
Meld,0.0
Stormworm+,0.0
A Little Lily Princess,0.0
Planar Conquest,0.0
